INFO  Имя:0000092757_00022_87776874_e_a_l___4094087_199, Расширение: pdf, Родительская директория C:\Users\SkyNet\Downloads, Это директория: False 
INFO  Имя:436431_IMG_20220530_133351, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006679 от 30.05.2022 94856, Это директория: False 
INFO  Имя:Лид 000006679 от 30.05.2022 94856, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:437027_IMG_20220531_171942, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006681 от 31.05.2022 91725, Это директория: False 
INFO  Имя:437028_IMG_20220531_171947, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006681 от 31.05.2022 91725, Это директория: False 
INFO  Имя:Лид 000006681 от 31.05.2022 91725, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220531_124220, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:20220531_124239, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:Screenshot_20220531-115326, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:Screenshot_20220531-115330, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:Screenshot_20220531-120032, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:Screenshot_20220531-120039, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006691 от 31.05.2022 100647, Это директория: False 
INFO  Имя:Лид 000006691 от 31.05.2022 100647, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220531_171250, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006693 от 31.05.2022 112649, Это директория: False 
INFO  Имя:20220531_171259, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006693 от 31.05.2022 112649, Это директория: False 
INFO  Имя:20220531_171307, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006693 от 31.05.2022 112649, Это директория: False 
INFO  Имя:Лид 000006693 от 31.05.2022 112649, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220531_190800, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006694 от 31.05.2022 123331, Это директория: False 
INFO  Имя:20220531_190816, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006694 от 31.05.2022 123331, Это директория: False 
INFO  Имя:Лид 000006694 от 31.05.2022 123331, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220601_121856, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006696 от 31.05.2022 180655, Это директория: False 
INFO  Имя:20220601_121908, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006696 от 31.05.2022 180655, Это директория: False 
INFO  Имя:Лид 000006696 от 31.05.2022 180655, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220609_165828, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006697 от 31.05.2022 185505, Это директория: False 
INFO  Имя:20220609_165837, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006697 от 31.05.2022 185505, Это директория: False 
INFO  Имя:20220609_165857, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006697 от 31.05.2022 185505, Это директория: False 
INFO  Имя:Лид 000006697 от 31.05.2022 185505, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220601_204128, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204137, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204148, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204156, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204205, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204306, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:20220601_204313, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006700 от 01.06.2022 143452, Это директория: False 
INFO  Имя:Лид 000006700 от 01.06.2022 143452, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:437040_IMG_20220601_164002, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006701 от 01.06.2022 144315, Это директория: False 
INFO  Имя:437041_IMG_20220601_165902, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006701 от 01.06.2022 144315, Это директория: False 
INFO  Имя:Лид 000006701 от 01.06.2022 144315, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220601_174845, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006703 от 01.06.2022 145449, Это директория: False 
INFO  Имя:20220601_174931, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006703 от 01.06.2022 145449, Это директория: False 
INFO  Имя:Лид 000006703 от 01.06.2022 145449, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:439840_IMG_20220602_150539, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006704 от 01.06.2022 164210, Это директория: False 
INFO  Имя:Лид 000006704 от 01.06.2022 164210, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220602_130055, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006705 от 02.06.2022 113552, Это директория: False 
INFO  Имя:20220602_130130, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006705 от 02.06.2022 113552, Это директория: False 
INFO  Имя:Лид 000006705 от 02.06.2022 113552, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220603_132449, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006706 от 03.06.2022 101806, Это директория: False 
INFO  Имя:20220603_132506, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006706 от 03.06.2022 101806, Это директория: False 
INFO  Имя:Лид 000006706 от 03.06.2022 101806, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:334839_IMG_20210908_151603, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006707 от 03.06.2022 103053, Это директория: False 
INFO  Имя:440682_IMG_20220603_151049, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006707 от 03.06.2022 103053, Это директория: False 
INFO  Имя:440683_IMG_20220603_151105, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006707 от 03.06.2022 103053, Это директория: False 
INFO  Имя:Лид 000006707 от 03.06.2022 103053, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:441171_IMG_20220604_172238, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006708 от 03.06.2022 103152, Это директория: False 
INFO  Имя:441970_IMG_20220606_152723, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006708 от 03.06.2022 103152, Это директория: False 
INFO  Имя:441971_IMG_20220606_152731, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006708 от 03.06.2022 103152, Это директория: False 
INFO  Имя:Лид 000006708 от 03.06.2022 103152, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220603_193315, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006709 от 03.06.2022 103236, Это директория: False 
INFO  Имя:20220603_193334, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006709 от 03.06.2022 103236, Это директория: False 
INFO  Имя:20220712_183228, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006709 от 03.06.2022 103236, Это директория: False 
INFO  Имя:20220712_183244, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006709 от 03.06.2022 103236, Это директория: False 
INFO  Имя:Лид 000006709 от 03.06.2022 103236, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:334835_IMG_20210812_195335, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006710 от 03.06.2022 104516, Это директория: False 
INFO  Имя:440690_IMG_20220603_162034, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006710 от 03.06.2022 104516, Это директория: False 
INFO  Имя:440691_IMG_20220603_162046, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006710 от 03.06.2022 104516, Это директория: False 
INFO  Имя:Лид 000006710 от 03.06.2022 104516, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220606_171807, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006715 от 04.06.2022 102934, Это директория: False 
INFO  Имя:20220606_171819, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006715 от 04.06.2022 102934, Это директория: False 
INFO  Имя:Лид 000006715 от 04.06.2022 102934, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:441168_IMG_20220604_163057, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006719 от 04.06.2022 142826, Это директория: False 
INFO  Имя:441169_IMG_20220604_163104, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006719 от 04.06.2022 142826, Это директория: False 
INFO  Имя:441170_IMG_20220604_163109, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006719 от 04.06.2022 142826, Это директория: False 
INFO  Имя:Лид 000006719 от 04.06.2022 142826, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220606_191821, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006726 от 06.06.2022 101210, Это директория: False 
INFO  Имя:Лид 000006726 от 06.06.2022 101210, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:441960_IMG_20220606_131304, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441961_IMG_20220606_131312, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441962_IMG_20220606_132048, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441963_IMG_20220606_132244, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441964_IMG_20220606_134257, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441965_IMG_20220606_134306, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441966_IMG_20220606_134349, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:441967_IMG_20220606_134435, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006729 от 06.06.2022 110955, Это директория: False 
INFO  Имя:Лид 000006729 от 06.06.2022 110955, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:441968_IMG_20220606_143503, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006730 от 06.06.2022 111250, Это директория: False 
INFO  Имя:445151_IMG_20220610_153851, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006730 от 06.06.2022 111250, Это директория: False 
INFO  Имя:445152_IMG_20220610_153904, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006730 от 06.06.2022 111250, Это директория: False 
INFO  Имя:Лид 000006730 от 06.06.2022 111250, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:442437_IMG_20220607_124414, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006731 от 06.06.2022 113349, Это директория: False 
INFO  Имя:442438_IMG_20220607_124432, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006731 от 06.06.2022 113349, Это директория: False 
INFO  Имя:Лид 000006731 от 06.06.2022 113349, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220607_113921, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006733 от 06.06.2022 132238, Это директория: False 
INFO  Имя:20220607_113930, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006733 от 06.06.2022 132238, Это директория: False 
INFO  Имя:20220607_114006, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006733 от 06.06.2022 132238, Это директория: False 
INFO  Имя:Лид 000006733 от 06.06.2022 132238, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220606_161050, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006734 от 06.06.2022 151054, Это директория: False 
INFO  Имя:Лид 000006734 от 06.06.2022 151054, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220607_134150, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006737 от 07.06.2022 90300, Это директория: False 
INFO  Имя:20220607_134213, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006737 от 07.06.2022 90300, Это директория: False 
INFO  Имя:20220630_161733, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006737 от 07.06.2022 90300, Это директория: False 
INFO  Имя:Лид 000006737 от 07.06.2022 90300, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220607_195304, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006741 от 07.06.2022 110534, Это директория: False 
INFO  Имя:20220607_195338, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006741 от 07.06.2022 110534, Это директория: False 
INFO  Имя:Лид 000006741 от 07.06.2022 110534, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:442448_IMG_20220607_184330, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006742 от 07.06.2022 120116, Это директория: False 
INFO  Имя:Лид 000006742 от 07.06.2022 120116, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220607_190645, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006743 от 07.06.2022 120728, Это директория: False 
INFO  Имя:20220620_193125, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006743 от 07.06.2022 120728, Это директория: False 
INFO  Имя:20220620_193146, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006743 от 07.06.2022 120728, Это директория: False 
INFO  Имя:IMG_20221006_193308, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006743 от 07.06.2022 120728, Это директория: False 
INFO  Имя:Лид 000006743 от 07.06.2022 120728, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:442439_IMG_20220607_133558, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006744 от 07.06.2022 124911, Это директория: False 
INFO  Имя:442440_IMG_20220607_133605, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006744 от 07.06.2022 124911, Это директория: False 
INFO  Имя:Лид 000006744 от 07.06.2022 124911, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220607_174511, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006746 от 07.06.2022 163156, Это директория: False 
INFO  Имя:20220607_174537, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006746 от 07.06.2022 163156, Это директория: False 
INFO  Имя:Лид 000006746 от 07.06.2022 163156, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:443087_IMG_20220608_152100, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:443088_IMG_20220608_152110, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:443089_IMG_20220608_152123, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:443095_IMG_20220608_210436, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:443096_IMG_20220608_210445, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:443097_IMG_20220608_210500, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006748 от 07.06.2022 164548, Это директория: False 
INFO  Имя:Лид 000006748 от 07.06.2022 164548, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:443091_IMG_20220608_192739, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006750 от 08.06.2022 105654, Это директория: False 
INFO  Имя:Лид 000006750 от 08.06.2022 105654, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:451463_IMG_20220620_120322, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006751 от 08.06.2022 133037, Это директория: False 
INFO  Имя:451464_IMG_20220620_120327, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006751 от 08.06.2022 133037, Это директория: False 
INFO  Имя:Лид 000006751 от 08.06.2022 133037, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220609_205344, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006752 от 08.06.2022 162801, Это директория: False 
INFO  Имя:20220609_205358, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006752 от 08.06.2022 162801, Это директория: False 
INFO  Имя:20220609_205437, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006752 от 08.06.2022 162801, Это директория: False 
INFO  Имя:Лид 000006752 от 08.06.2022 162801, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:445146_IMG_20220610_144703, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006755 от 09.06.2022 125855, Это директория: False 
INFO  Имя:445147_IMG_20220610_144717, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006755 от 09.06.2022 125855, Это директория: False 
INFO  Имя:445148_IMG_20220610_144731, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006755 от 09.06.2022 125855, Это директория: False 
INFO  Имя:Лид 000006755 от 09.06.2022 125855, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220609_175732, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006758 от 09.06.2022 164303, Это директория: False 
INFO  Имя:20220609_180049, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006758 от 09.06.2022 164303, Это директория: False 
INFO  Имя:Лид 000006758 от 09.06.2022 164303, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220610_171750, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006759 от 09.06.2022 175955, Это директория: False 
INFO  Имя:20220610_171802, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006759 от 09.06.2022 175955, Это директория: False 
INFO  Имя:20220610_171827, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006759 от 09.06.2022 175955, Это директория: False 
INFO  Имя:Лид 000006759 от 09.06.2022 175955, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220611_103500, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006767 от 10.06.2022 192131, Это директория: False 
INFO  Имя:20220611_103530, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006767 от 10.06.2022 192131, Это директория: False 
INFO  Имя:Лид 000006767 от 10.06.2022 192131, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220611_165034, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006768 от 11.06.2022 111829, Это директория: False 
INFO  Имя:20220611_165057, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006768 от 11.06.2022 111829, Это директория: False 
INFO  Имя:Лид 000006768 от 11.06.2022 111829, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220611_152903, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006769 от 11.06.2022 111944, Это директория: False 
INFO  Имя:Лид 000006769 от 11.06.2022 111944, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220613_130332, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006773 от 12.06.2022 152643, Это директория: False 
INFO  Имя:20220613_130343, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006773 от 12.06.2022 152643, Это директория: False 
INFO  Имя:20220613_130358, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006773 от 12.06.2022 152643, Это директория: False 
INFO  Имя:20220613_130412, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006773 от 12.06.2022 152643, Это директория: False 
INFO  Имя:Лид 000006773 от 12.06.2022 152643, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220613_183309, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006779 от 13.06.2022 125001, Это директория: False 
INFO  Имя:20220613_183320, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006779 от 13.06.2022 125001, Это директория: False 
INFO  Имя:20220613_183353, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006779 от 13.06.2022 125001, Это директория: False 
INFO  Имя:Лид 000006779 от 13.06.2022 125001, Расширение: None, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид, Это директория: True 
INFO  Имя:20220613_161455, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006780 от 13.06.2022 134431, Это директория: False 
INFO  Имя:20220613_161504, Расширение: jpg, Родительская директория C:\Users\SkyNet\Downloads\лиды архивация\Лид\Лид 000006780 от 13.06.2022 134431, Это директория: False 
